time,true_strain,true_stress
2508.6667,-0.595829,-1.366153
2509.6667,-0.595829,-1.3680647
2511,-0.5958065,-1.3741494
2512,-0.595784,-1.3776853
2513,-0.5958065,-1.3751052
2514.3333,-0.595829,-1.3712508
2515.3333,-0.59582338,-1.3747631
2516.3333,-0.59580088,-1.3782986
2517.3333,-0.59580088,-1.3789358
2518.6667,-0.595829,-1.3824021
2519.6667,-0.595829,-1.3843137
2520.6667,-0.595829,-1.384951
2521.6667,-0.595829,-1.3862254
2523,-0.59582338,-1.3865518
2524,-0.59579525,-1.3865908
2525,-0.59581775,-1.3865596
2526,-0.59586838,-1.3864894
2527.3333,-0.59584025,-1.3865284
2528.3333,-0.595829,-1.386544
2529.3333,-0.59584587,-1.3865206
2530.6667,-0.59585712,-1.384912
2531.6667,-0.59585712,-1.384912
2532.6667,-0.59586838,-1.3861708
2533.6667,-0.59586838,-1.3864894
2535,-0.59586275,-1.3864972
2536,-0.59584587,-1.3865206
2537,-0.59585712,-1.386505
2538,-0.59584587,-1.3865206
2539.3333,-0.59583462,-1.3865362
2540.3333,-0.59586275,-1.3877716
2541.3333,-0.59586838,-1.3903125
2542.6667,-0.59583463,-1.3894035
2543.6667,-0.595829,-1.3900485
2544.6667,-0.59584025,-1.3903515
2545.6667,-0.59585712,-1.3903281
2547,-0.59584025,-1.3897143
2548,-0.59581213,-1.3891161
2549,-0.59580088,-1.3884945
2550,-0.59579525,-1.387228
2551.3333,-0.59578963,-1.3907403
2552.3333,-0.59581775,-1.3900641
2553.3333,-0.595829,-1.388137
2554.6667,-0.595829,-1.3894113
2555.6667,-0.595829,-1.3910043
2556.6667,-0.59583462,-1.3922709
2557.6667,-0.59583462,-1.3913151
2559,-0.59579525,-1.3891395
2560,-0.59579525,-1.3891395
2561,-0.59581775,-1.3881526
2562,-0.595829,-1.3894113
2563.3333,-0.595829,-1.3884555
2564.3333,-0.595829,-1.3855881
2565.3333,-0.595829,-1.3881369
2566.6667,-0.5958515,-1.3944772
2567.6667,-0.59586838,-1.3963651
2568.6667,-0.59585712,-1.3931952
2569.6667,-0.59587963,-1.390297
2571,-0.595874,-1.3899862
2572,-0.59583463,-1.3973684
2573,-0.595829,-1.3999249
2574,-0.59584587,-1.39799
2575.3333,-0.59585712,-1.4005231
2576.3333,-0.59583463,-1.3995985
2577.3333,-0.595829,-1.4024737
2578.3333,-0.595829,-1.4027923
2579.6667,-0.59577838,-1.3987213
2580.6667,-0.5957615,-1.3993819
2581.6667,-0.5958065,-1.4015492
2583,-0.595829,-1.4034295
2584,-0.59583462,-1.4034216
2585,-0.59586275,-1.4008333
2586,-0.59586275,-1.4005147
2587.3333,-0.595829,-1.4027923
2588.3333,-0.595829,-1.4056596
2589.3333,-0.595829,-1.4059782
2590.3333,-0.595829,-1.4043852
2591.6667,-0.59581775,-1.4050382
2592.6667,-0.59580088,-1.4047434
2593.6667,-0.59581213,-1.4047276
2595,-0.595829,-1.4062968
2596,-0.595829,-1.4040667
2597,-0.595829,-1.4011993
2598,-0.595829,-1.4015179
2599.3333,-0.595829,-1.4015179
2600.3333,-0.595829,-1.4024737
2601.3333,-0.595829,-1.405341
2602.3333,-0.595829,-1.4050224
2603.6667,-0.595829,-1.4037481
2604.6667,-0.595829,-1.4037481
2605.6667,-0.59583462,-1.4053332
2607,-0.59586838,-1.4052862
2608,-0.5958965,-1.4055651
2609,-0.59589088,-1.4046169
2610,-0.5958515,-1.4030792
2611.3333,-0.595829,-1.4056596
2612.3333,-0.595829,-1.406934
2613.3333,-0.595829,-1.406934
2614.3333,-0.595829,-1.406934
2615.6667,-0.595829,-1.406934
2616.6667,-0.595829,-1.406934
2617.6667,-0.595829,-1.4059782
2619,-0.595829,-1.4059782
2620,-0.59581775,-1.4069498
2621,-0.59580088,-1.4079293
2622,-0.59581213,-1.4085507
2623.3333,-0.59582338,-1.4072605
2624.3333,-0.59580088,-1.4069735
2625.3333,-0.59580088,-1.4069735
2626.3333,-0.59582338,-1.4069419
2627.6667,-0.5958515,-1.4069024
2628.6667,-0.59586838,-1.4068787
2629.6667,-0.59584025,-1.4069182
2630.6667,-0.59580088,-1.4069735
2632,-0.59581213,-1.4056833
2633,-0.595829,-1.4043852
2634,-0.595829,-1.4056596
2635.3333,-0.595829,-1.4059782
2636.3333,-0.59584587,-1.4046801
2637.3333,-0.59586838,-1.4056043
2638.3333,-0.5958515,-1.405628
2639.6667,-0.595829,-1.4024736
2640.6667,-0.595829,-1.4050224
2641.6667,-0.595829,-1.4082084
2642.6667,-0.595829,-1.4088456
2644,-0.595829,-1.4072526
2645,-0.595829,-1.406934
2646,-0.595829,-1.406934
2647.3333,-0.59581213,-1.4069577
2648.3333,-0.59580088,-1.4079293
2649.3333,-0.59581775,-1.40918
2650.3333,-0.59583462,-1.4072447
2651.6667,-0.59589088,-1.4078028
2652.6667,-0.59590213,-1.4116101
2653.6667,-0.5958515,-1.4100883
2654.6667,-0.595829,-1.4047038
2656,-0.59586275,-1.4033819
2657,-0.5958515,-1.4081767
2658,-0.59581213,-1.4088693
2659.3333,-0.595784,-1.407953
2660.3333,-0.59575588,-1.4092669
2661.3333,-0.59579525,-1.4082558
2662.3333,-0.595829,-1.406934
2663.6667,-0.595829,-1.406934
2664.6667,-0.595829,-1.406934
2665.6667,-0.595829,-1.406934
2666.6667,-0.595829,-1.406934
2668,-0.595829,-1.406934
2669,-0.59581775,-1.4069498
2670,-0.59580088,-1.4069735
2671.3333,-0.59581775,-1.407587
2672.3333,-0.595829,-1.4091642
2673.3333,-0.595829,-1.4098013
2674.3333,-0.595829,-1.408527
2675.6667,-0.595829,-1.406934
2676.6667,-0.59584025,-1.4069182
2677.6667,-0.59585712,-1.4068945
2678.6667,-0.59584587,-1.4069103
2680,-0.595829,-1.406934
2681,-0.595829,-1.406934
2682,-0.595829,-1.4082084
2683,-0.595829,-1.4104385
2684.3333,-0.595829,-1.408527
2685.3333,-0.59583462,-1.4069261
2686.3333,-0.59586275,-1.4078423
2687.6667,-0.59586275,-1.4084795
2688.6667,-0.59583463,-1.4072447
2689.6667,-0.595829,-1.406934
2690.6667,-0.595829,-1.406934
2692,-0.595829,-1.4082084
2693,-0.595829,-1.4094828
2694,-0.595829,-1.4082084
2695,-0.595829,-1.406934
2696.3333,-0.595829,-1.4072526
2697.3333,-0.595829,-1.4088456
2698.3333,-0.59584587,-1.4100962
2699.6667,-0.59588525,-1.4090847
2700.6667,-0.59587963,-1.4090922
2701.6667,-0.59584588,-1.4078657
2702.6667,-0.595829,-1.4075712
2704,-0.595829,-1.4101199
2705,-0.595829,-1.4098013
2706,-0.595829,-1.4088456
2707,-0.59581775,-1.4098172
2708.3333,-0.59580088,-1.4127082
2709.3333,-0.59581775,-1.4139589
2710.3333,-0.595829,-1.4123501
2711.6667,-0.595829,-1.4088456
2712.6667,-0.595829,-1.4078898
2713.6667,-0.595829,-1.4088456
2714.6667,-0.595829,-1.4094828
2716,-0.595829,-1.4078898
2717,-0.595829,-1.4082084
2718,-0.595829,-1.4101199
2719,-0.595829,-1.4098013
2720.3333,-0.595829,-1.4082084
2721.3333,-0.595829,-1.4088456
2722.3333,-0.595829,-1.4082084
2723.6667,-0.595829,-1.4082084
2724.6667,-0.595829,-1.4107571
2725.6667,-0.595829,-1.4117129
2726.6667,-0.595829,-1.4104385
2728,-0.595829,-1.4082084
2729,-0.595829,-1.4088456
2730,-0.595829,-1.4101199
2731,-0.59582338,-1.4117209
2732.3333,-0.59578963,-1.4130435
2733.3333,-0.5958065,-1.4101521
2734.3333,-0.595829,-1.4091642
2735.3333,-0.59581213,-1.4082321
2736.6667,-0.59579525,-1.4069814
2737.6667,-0.59581775,-1.4069498
2738.6667,-0.595829,-1.406934
2740,-0.59581213,-1.4091879
2741,-0.59580088,-1.4107967
2742,-0.59581775,-1.40918
2743,-0.595829,-1.4091642
2744.3333,-0.59585712,-1.4135849
2745.3333,-0.59585712,-1.4129477
2746.3333,-0.59586838,-1.4107018
2747.3333,-0.5958965,-1.4084321
2748.6667,-0.59584588,-1.4085032
2749.6667,-0.595829,-1.4091642
2750.6667,-0.5958515,-1.4107255
2752,-0.59586275,-1.4087981
2753,-0.59583463,-1.4082005
2754,-0.595829,-1.4129873
2755,-0.59583462,-1.4136165
2756.3333,-0.59585712,-1.4126286
2757.3333,-0.59581775,-1.4152336
2758.3333,-0.59581213,-1.4126929
2759.3333,-0.59586275,-1.4087981
2760.6667,-0.59586275,-1.4110283
2761.6667,-0.59584025,-1.4110599
2762.6667,-0.59585712,-1.411992
2764,-0.59584587,-1.4151937
2765,-0.5958515,-1.4148672
2766,-0.595874,-1.4138798
2767,-0.5958515,-1.4119999
2768.3333,-0.595829,-1.4120315
2769.3333,-0.595829,-1.4126687
2770.3333,-0.595829,-1.4107571
2771.3333,-0.595829,-1.4094828
2772.6667,-0.595829,-1.4113943
2773.6667,-0.595829,-1.4148988
2774.6667,-0.595829,-1.4139431
2776,-0.595829,-1.4129873
2777,-0.595829,-1.4142617
2778,-0.595829,-1.4104385
2779,-0.5958065,-1.4079214
2780.3333,-0.59578963,-1.4085823
2781.3333,-0.59583463,-1.4091559
2782.3333,-0.59586838,-1.4110196
2783.3333,-0.5958515,-1.4104065
2784.6667,-0.59585712,-1.4123106
2785.6667,-0.59585712,-1.4129477
2786.6667,-0.59583463,-1.4097934
2787.6667,-0.595829,-1.4075712
2789,-0.5958515,-1.4084953
2790,-0.595874,-1.4087823
2791,-0.5958515,-1.4088139
2792.3333,-0.595829,-1.4120315
2793.3333,-0.595829,-1.417129
2794.3333,-0.595829,-1.4158546
2795.3333,-0.595829,-1.4101199
2796.6667,-0.595829,-1.4113943
2797.6667,-0.595874,-1.4151532
2798.6667,-0.59587405,-1.4151519
2799.6667,-0.59429387,-1.3936691
2801,-0.58539167,-1.3095864
2802,-0.57543736,-1.2549125
2803,-0.56529994,-1.2300217
2804.3333,-0.55164316,-1.2019411
2805.3333,-0.54152472,-1.1788549
2806.3333,-0.53143903,-1.1582043
2807.3333,-0.52136064,-1.1386993
2808.6667,-0.50830547,-1.1136959
2809.6667,-0.50042308,-1.1078845
2810.6667,-0.49709006,-1.1200508
2811.6667,-0.49669681,-1.1359654
2813,-0.49672737,-1.1468366
2814,-0.49671209,-1.149669
2815,-0.49663569,-1.1536271
2816.3333,-0.4966255,-1.1620817
2817.3333,-0.49666625,-1.1680154
2818.3333,-0.49661022,-1.1705438
2819.3333,-0.49655419,-1.1716648
2820.6667,-0.49655419,-1.1727206
2821.6667,-0.49657966,-1.1695247
2822.6667,-0.49657456,-1.1688268
2823.6667,-0.49654909,-1.1706153
2825,-0.49655419,-1.1709611
2826,-0.49657966,-1.1709313
2827,-0.49664078,-1.1712117
2828.3333,-0.49670191,-1.1732515
2829.3333,-0.49669681,-1.1722018
2830.3333,-0.49666116,-1.1708361
2831.3333,-0.49661022,-1.1708956
2832.6667,-0.49655419,-1.1723685
2833.6667,-0.496544,-1.173436
2834.6667,-0.496544,-1.173436
2835.6667,-0.496544,-1.1730842
2837,-0.49656947,-1.1712951
2838,-0.49663569,-1.1708658
2839,-0.49666116,-1.1708361
2840,-0.49663059,-1.1733344
2841.3333,-0.49662041,-1.1779193
2842.3333,-0.49662041,-1.1782709
2843.3333,-0.49664078,-1.1817652
2844.6667,-0.4966255,-1.1814315
2845.6667,-0.4966255,-1.1800246
2846.6667,-0.49663569,-1.1814202
2847.6667,-0.49658475,-1.1804252
2849,-0.49661022,-1.1803954
2850,-0.49667644,-1.1817249
2851,-0.49668153,-1.1817188
2852,-0.49663059,-1.1842415
2853.3333,-0.49659494,-1.186746
2854.3333,-0.49661022,-1.1888388
2855.3333,-0.49664588,-1.1909074
2856.6667,-0.49659494,-1.1913201
2857.6667,-0.49654909,-1.185745
2858.6667,-0.496544,-1.1825844
2859.6667,-0.49656437,-1.1836161
2861,-0.49658475,-1.1849995
2862,-0.49656947,-1.1888878
2863,-0.49657456,-1.1909931
2864,-0.49659494,-1.1902649
2865.3333,-0.49658475,-1.1892211
2866.3333,-0.49656947,-1.1860726
2867.3333,-0.49656947,-1.185017
2868.6667,-0.49657456,-1.1874739
2869.6667,-0.49657456,-1.1899371
2870.6667,-0.49658475,-1.1899254
2871.6667,-0.49660512,-1.1870862
2873,-0.49657966,-1.1867641
2874,-0.49660512,-1.1888449
2875,-0.4966255,-1.1919873
2876,-0.49661022,-1.1930611
2877.3333,-0.49662041,-1.1888267
2878.3333,-0.49662041,-1.1856603
2879.3333,-0.49659494,-1.1870986
2880.6667,-0.49657456,-1.1920483
2881.6667,-0.49660003,-1.1916658
2882.6667,-0.49664587,-1.1916111
2883.6667,-0.49665606,-1.1930064
2885,-0.49661531,-1.1934069
2886,-0.49661531,-1.193055
2887,-0.49657456,-1.1902888
2888,-0.49658475,-1.1895729
2889.3333,-0.49662041,-1.193049
2890.3333,-0.49658984,-1.194141
2891.3333,-0.49656947,-1.1955728
2892.3333,-0.49657966,-1.1948569
2893.6667,-0.49655419,-1.1938317
2894.6667,-0.496544,-1.1952513
2895.6667,-0.49658475,-1.1952027
2897,-0.49661531,-1.1955181
2898,-0.49658475,-1.1955545
2899,-0.49659494,-1.1944868
2900,-0.49661022,-1.1951723
2901.3333,-0.49660512,-1.1941228
2902.3333,-0.49659494,-1.1930794
2903.3333,-0.49657966,-1.1899309
2904.3333,-0.49656947,-1.1867763
2905.6667,-0.49656947,-1.1931098
2906.6667,-0.49654909,-1.1952452
2907.6667,-0.49656437,-1.1938195
2909,-0.49663059,-1.1933887
2910,-0.49663569,-1.1933826
2911,-0.49661022,-1.193413
2912,-0.49663059,-1.1933887
2913.3333,-0.49664078,-1.1933765
2914.3333,-0.49660512,-1.1934191
2915.3333,-0.49657456,-1.1934555
2916.3333,-0.49652872,-1.1935102
2917.6667,-0.49654909,-1.1934859
2918.6667,-0.49657456,-1.1934555
2919.6667,-0.49655419,-1.1927761
2921,-0.49654909,-1.190671
2922,-0.49661531,-1.1919995
2923,-0.49667134,-1.19334
2924,-0.49661531,-1.1934069
2925.3333,-0.49664078,-1.1933765
2926.3333,-0.49669172,-1.1933157
2927.3333,-0.49662041,-1.1941045
2928.3333,-0.49655419,-1.1959429
2929.6667,-0.49657966,-1.1962643
2930.6667,-0.49657456,-1.1945111
2931.6667,-0.49657966,-1.1938013
2932.6667,-0.49661531,-1.1951662
2934,-0.49659494,-1.1944868
2935,-0.49656437,-1.1934677
2936,-0.49657456,-1.1924
2937.3333,-0.49658475,-1.1916841
2938.3333,-0.49661022,-1.1941164
2939.3333,-0.49661531,-1.1951657
2940.3333,-0.4966255,-1.1940982
2941.6667,-0.4966255,-1.195154
2942.6667,-0.49656438,-1.195227
2943.6667,-0.496544,-1.1938439
2944.6667,-0.49655419,-1.1934798
2946,-0.49656947,-1.1931098
2947,-0.49657456,-1.1913444
2948,-0.49658475,-1.1913322
2949.3333,-0.49655419,-1.1934798
2950.3333,-0.49655928,-1.1945293
2951.3333,-0.49662041,-1.1958638
2952.3333,-0.49666116,-1.1961671
2953.6667,-0.49666116,-1.1944078
2954.6667,-0.49668153,-1.1933279
2955.6667,-0.49666116,-1.1947596
2956.6667,-0.49666116,-1.1972222
2958,-0.49673247,-1.1964332
2959,-0.49663569,-1.1972529
2960,-0.49655419,-1.1994615
2961.3333,-0.49657456,-1.1955667
2962.3333,-0.49656438,-1.1938195
2963.3333,-0.496544,-1.1956032
2964.3333,-0.496544,-1.1970106
2965.6667,-0.49656437,-1.1973377
2966.6667,-0.49658984,-1.1966033
2967.6667,-0.49659494,-1.1944865
2968.6667,-0.49660512,-1.1934191
2970,-0.49668662,-1.1940255
2971,-0.49669681,-1.1954207
2972,-0.49663569,-1.198308
2973.3333,-0.49656438,-1.1994489
2974.3333,-0.496544,-1.1963069
2975.3333,-0.496544,-1.1980662
2976.3333,-0.49656438,-1.1998012
2977.6667,-0.49661022,-1.1969316
2978.6667,-0.49658475,-1.1987213
2979.6667,-0.49654909,-1.1987638
2980.6667,-0.496544,-1.195955
2982,-0.49654909,-1.1934859
2983,-0.49660003,-1.1944807
2984,-0.49669172,-1.195075
2985,-0.49671209,-1.1939951
2986.3333,-0.49663059,-1.1944443
2987.3333,-0.49656947,-1.1952209
2988.3333,-0.496544,-1.1948994
2989.6667,-0.496544,-1.1973625
2990.6667,-0.496544,-1.1966587
2991.6667,-0.496544,-1.1941957
2992.6667,-0.49654909,-1.1934859
2994,-0.49658475,-1.1955545
2995,-0.49658984,-1.1955485
2996,-0.49658475,-1.1937952
2997,-0.49659494,-1.1951901
2998.3333,-0.49664078,-1.1979499
2999.3333,-0.49667134,-1.1961547
3000.3333,-0.49664588,-1.1954816
3001.6667,-0.49665097,-1.1944199
3002.6667,-0.49664078,-1.1933765
3003.6667,-0.49661531,-1.1934069
3004.6667,-0.49657966,-1.1948569
3006,-0.49657456,-1.1962704
3007,-0.49657456,-1.1987334
3008,-0.49654909,-1.2012268
3009,-0.496544,-1.1987699
3010.3333,-0.49654909,-1.1977081
3011.3333,-0.49658984,-1.2015295
3012.3333,-0.49664078,-1.2035799
3013.6667,-0.49663059,-1.2025365
3014.6667,-0.49658475,-1.2015356
3015.6667,-0.49654909,-1.1973563
3016.6667,-0.49654909,-1.1963008
3018,-0.49656947,-1.1987395
3019,-0.49655928,-1.2008628
3020,-0.496544,-1.2047515
3021,-0.496544,-1.2022885
3022.3333,-0.49655928,-1.1966405
3023.3333,-0.49657966,-1.1973199
3024.3333,-0.49656438,-1.195227
3025.6667,-0.49656947,-1.1938135
3026.6667,-0.49657456,-1.1952148
3027.6667,-0.49657456,-1.1959185
3028.6667,-0.49656947,-1.1962765
3030,-0.49656947,-1.1955728
3031,-0.49661531,-1.1951662
3032,-0.49658477,-1.1966101
3033,-0.49648806,-1.198133
3034.3333,-0.49652369,-1.1963312
3035.3333,-0.49660003,-1.1983511
3036.3333,-0.49661022,-1.2004495
3037.3333,-0.49659494,-1.1987083
3038.6667,-0.49661022,-1.1972833
3039.6667,-0.49660512,-1.1972895
3040.6667,-0.49660512,-1.1969372
3042,-0.49657966,-1.1983748
3043,-0.49654909,-1.1952451
3044,-0.496544,-1.193492
3045,-0.49654909,-1.1938377
3046.3333,-0.49659494,-1.1980047
3047.3333,-0.49662041,-1.1997338
3048.3333,-0.49660512,-1.1983445
3049.3333,-0.49658984,-1.1951964
3050.6667,-0.49660003,-1.1958888
3051.6667,-0.49661531,-1.1976293
3052.6667,-0.49664078,-1.1993575
3054,-0.49672737,-1.2059379
3055,-0.496707,-1.2045554
3056,-0.49666625,-1.2021416
3057,-0.49662041,-1.2007894
3058.3333,-0.49654909,-1.1994675
3059.3333,-0.49654909,-1.2001712
3060.3333,-0.49656947,-1.2015544
3061.3333,-0.49657966,-1.2036534
3062.6667,-0.49657966,-1.204709
3063.6667,-0.49656947,-1.2043693
3064.6667,-0.49657966,-1.2033015
3066,-0.49658475,-1.2036469
3067,-0.49660512,-1.208196
3068,-0.49661531,-1.2071285
3069,-0.49658475,-1.2043509
3070.3333,-0.4966255,-1.2021912
3071.3333,-0.49664588,-1.2039262
3072.3333,-0.49661022,-1.2064318
3073.3333,-0.49661531,-1.2050183
3074.6667,-0.49669172,-1.2045742
3075.6667,-0.49671209,-1.2027901
3076.6667,-0.49672737,-1.2024196
3078,-0.49669681,-1.2035116
3079,-0.49661531,-1.2050173
3080,-0.49661531,-1.2036101
3081,-0.49666116,-1.201444
3082.3333,-0.49665097,-1.2039188
3083.3333,-0.49661531,-1.2029059
3084.3333,-0.49660512,-1.2004556
3085.3333,-0.49663569,-1.2014746
3086.6667,-0.49663569,-1.2039373
3087.6667,-0.4966255,-1.207468
3088.6667,-0.49661531,-1.2081839
3089.6667,-0.49663059,-1.2074617
3091,-0.49660003,-1.2060912
3092,-0.49654909,-1.2043935
3093,-0.49655928,-1.2043811
3094.3333,-0.49660003,-1.205739
3095.3333,-0.49660003,-1.205739
3096.3333,-0.49658984,-1.2046958
3097.3333,-0.49660003,-1.20398
3098.6667,-0.49657966,-1.2018939
3099.6667,-0.49655928,-1.1994554
3100.6667,-0.49660003,-1.202221
3101.6667,-0.49665097,-1.205326
3103,-0.4966255,-1.2007829
3104,-0.49658475,-1.1966099
3105,-0.49655928,-1.1969924
3106.3333,-0.49658475,-1.2004797
3107.3333,-0.49663569,-1.2021775
3108.3333,-0.49665606,-1.2039128
3109.3333,-0.49584875,-1.1946334
3110.6667,-0.48918173,-1.1378347
3111.6667,-0.4798407,-1.080202
3112.6667,-0.46979017,-1.0435438
3113.6667,-0.45968336,-1.0202114
3115,-0.44596563,-0.98877181
3116,-0.43582678,-0.96295391
3117,-0.42566155,-0.94034891
3118.3333,-0.41198453,-0.91346395
3119.3333,-0.40307147,-0.90087
3120.3333,-0.39825483,-0.90877748
3121.3333,-0.3973205,-0.92438
3122.6667,-0.397339,-0.93796216
3123.6667,-0.397339,-0.94379036
3124.6667,-0.397339,-0.944956
3125.6667,-0.397339,-0.944956
3127,-0.397339,-0.94534456
3128,-0.397339,-0.95000731
3129,-0.397339,-0.9542815
3130.3333,-0.397339,-0.95311581
3131.3333,-0.397339,-0.9542815
3132.3333,-0.39735283,-0.95582267
3133.3333,-0.39737127,-0.96046798
3134.6667,-0.39734359,-0.96865406
3135.6667,-0.39731587,-0.96906922
3136.6667,-0.39731588,-0.96790353
3137.6667,-0.39733438,-0.96866278
3139,-0.397339,-0.969824
3140,-0.397339,-0.969824
3141,-0.397339,-0.969824
3142,-0.397339,-0.969824
3143.3333,-0.39735283,-0.96864486
3144.3333,-0.39736205,-0.96552739
3145.3333,-0.39736205,-0.96669306
3146.6667,-0.39736666,-0.97251692
3147.6667,-0.39734822,-0.97214631
3148.6667,-0.397339,-0.96865833
3149.6667,-0.3973205,-0.96440211
3151,-0.39726963,-0.96794823
3152,-0.39728812,-0.97181589
3153,-0.39732513,-0.9706145
3154,-0.397339,-0.969824
3155.3333,-0.397339,-0.969824
3156.3333,-0.397339,-0.97098964
3157.3333,-0.397339,-0.97176673
3158.6667,-0.39735744,-0.97019461
3159.6667,-0.39736666,-0.97057419
3160.6667,-0.39734822,-0.97253486
3161.6667,-0.397339,-0.97215528
3163,-0.397339,-0.969824
3164,-0.39733438,-0.96982847
3165,-0.39731125,-0.96985081
3166,-0.39731125,-0.96985081
3167.3333,-0.397339,-0.969824
3168.3333,-0.397339,-0.97098964
3169.3333,-0.397339,-0.97254383
3170.6667,-0.397339,-0.97060109
3171.6667,-0.397339,-0.969824
3172.6667,-0.397339,-0.97021255
3173.6667,-0.397339,-0.9717667
3175,-0.397339,-0.96982388
3176,-0.39732513,-0.96906025
3177,-0.39731587,-0.96984634
3178,-0.39732975,-0.97061003
3179.3333,-0.39732513,-0.97488852
3180.3333,-0.39730663,-0.97490639
3181.3333,-0.3973205,-0.97450444
3182.6667,-0.397339,-0.9764293
3183.6667,-0.397339,-0.9764293
3184.6667,-0.397339,-0.9756522
3185.6667,-0.397339,-0.97409798
3187,-0.397339,-0.97448648
3188,-0.397339,-0.97604072
3189,-0.397339,-0.97526366
3190,-0.397339,-0.97137819
3191.3333,-0.397339,-0.969824
3192.3333,-0.397339,-0.97176673
3193.3333,-0.39732047,-0.97489295
3194.3333,-0.39731116,-0.97373619
3195.6667,-0.39733895,-0.97254378
3196.6667,-0.397339,-0.97098964
3197.6667,-0.397339,-0.969824
3199,-0.397339,-0.97215528
3200,-0.397339,-0.97215528
3201,-0.397339,-0.97021255
3202,-0.39732513,-0.96983741
3203.3333,-0.397302,-0.9702483
3204.3333,-0.397302,-0.97180248
3205.3333,-0.39730663,-0.97179802
3206.3333,-0.39731125,-0.97101645
3207.6667,-0.39731122,-0.97723317
3208.6667,-0.39734813,-0.9803057
3209.6667,-0.39738508,-0.97871572
3211,-0.39735283,-0.9752502
3212,-0.397339,-0.9756522
3213,-0.397339,-0.97953767
3214,-0.397339,-0.98070331
3215.3333,-0.39733438,-0.97643388
3216.3333,-0.39731587,-0.97412091
3217.3333,-0.39731587,-0.974898
3218.3333,-0.39733438,-0.97449114
3219.6667,-0.397339,-0.97681784
3220.6667,-0.397339,-0.97914912
3221.6667,-0.397339,-0.97604075
3223,-0.39736666,-0.97407111
3224,-0.39736666,-0.98067641
3225,-0.39734361,-0.98225302
3226,-0.397339,-0.98186895
3227.3333,-0.397339,-0.98575442
3228.3333,-0.39732513,-0.98848798
3229.3333,-0.39730663,-0.98462083
3230.3333,-0.3973205,-0.97800178
3231.6667,-0.397339,-0.97215517
3232.6667,-0.397339,-0.97215519
3233.6667,-0.397339,-0.97681783
3235,-0.397339,-0.97759494
3236,-0.397339,-0.97681784
3237,-0.397339,-0.97953766
3238,-0.397339,-0.9772063
3239.3333,-0.397339,-0.98186889
3240.3333,-0.397339,-0.98381169
3241.3333,-0.397339,-0.97720639
3242.3333,-0.397339,-0.97332092
3243.6667,-0.397339,-0.97293238
3244.6667,-0.397339,-0.97448656
3245.6667,-0.397339,-0.97604075
3246.6667,-0.397339,-0.97681784
3248,-0.397339,-0.98109186
3249,-0.397339,-0.97914913
3250,-0.397339,-0.97604075
3251.3333,-0.397339,-0.97293238
3252.3333,-0.39735283,-0.97214183
3253.3333,-0.39736205,-0.9791267
3254.3333,-0.39734822,-0.98263708
3255.6667,-0.397339,-0.98031477
3256.6667,-0.397339,-0.97914912
3257.6667,-0.397339,-0.98303459
3258.6667,-0.397339,-0.98536588
3260,-0.397339,-0.97953767
3261,-0.397339,-0.97604075
3262,-0.397339,-0.97914913
3263.3333,-0.397339,-0.98031477
3264.3333,-0.397339,-0.97642928
3265.3333,-0.397339,-0.97487503
3266.3333,-0.39732975,-0.97915798
3267.6667,-0.39730663,-0.98345442
3268.6667,-0.39732513,-0.97993963
3269.6667,-0.39732975,-0.97643823
3270.6667,-0.39730663,-0.97568348
3272,-0.3973205,-0.9733388
3273,-0.39734361,-0.97642481
3274,-0.39736666,-0.97601384
3275.3333,-0.39735744,-0.97485717
3276.3333,-0.397339,-0.97953767
3277.3333,-0.397339,-0.97953767
3278.3333,-0.397339,-0.9764293
3279.6667,-0.397339,-0.97798348
3280.6667,-0.39734822,-0.98069413
3281.6667,-0.39736205,-0.98456581
3282.6667,-0.39735283,-0.98302081
3284,-0.397339,-0.97953767
3285,-0.397339,-0.97837203
3286,-0.397339,-0.97953767
3287.3333,-0.397339,-0.98497733
3288.3333,-0.397339,-0.98730861
3289.3333,-0.397339,-0.98536588
3290.3333,-0.39732513,-0.98576816
3291.6667,-0.39728812,-0.9900788
3292.6667,-0.39727888,-0.98892231
3293.6667,-0.39730663,-0.98423228
3294.6667,-0.39732513,-0.97838555
3296,-0.39731587,-0.97684019
3297,-0.39732975,-0.98265498
3298,-0.397339,-0.98264605
3299,-0.39735744,-0.97990784
3300.3333,-0.39737127,-0.97872842
3301.3333,-0.39734822,-0.97680866
3302.3333,-0.397339,-0.97914912
3303.6667,-0.397339,-0.98264605
3304.6667,-0.397339,-0.98264605
3305.6667,-0.397339,-0.98614297
3306.6667,-0.397339,-0.98264605
3308,-0.397339,-0.97759494
3309,-0.397339,-0.97876058
3310,-0.397339,-0.98264605
3311,-0.39733438,-0.9842047
3312.3333,-0.39730663,-0.98267733
3313.3333,-0.3973205,-0.9857723
3314.3333,-0.397339,-0.98070331
3315.6667,-0.39731587,-0.97722873
3316.6667,-0.39731588,-0.98383403
3317.6667,-0.39733438,-0.98886727
3318.6667,-0.3973205,-0.98849212
3320,-0.39729738,-0.98346369
3321,-0.39731125,-0.98578178
3322,-0.39733897,-0.98808589
3323,-0.39736205,-0.98767473
3324.3333,-0.39738509,-0.98687522
3325.3333,-0.39739431,-0.98803189
3326.3333,-0.39736205,-0.98961747
3327.6667,-0.397339,-0.98653152
3328.6667,-0.397339,-0.98575442
